brand,model,year,fuel,transmission,owner,km_driven,mileage_num,engine_num,max_power_num,price_lakh
Nissan,Sunny XL,2011,Petrol,Manual,First Owner,96000,16.95,1498.0,97.7,2.8
Mahindra,Scorpio 1.99,2015,Diesel,Manual,First Owner,70000,15.4,1997.0,120.0,8.0
Maruti,Ritz VDi,2012,Diesel,Manual,Second Owner,70000,23.2,1248.0,73.94,2.2
Maruti,Ignis 1.2,2017,Petrol,Manual,First Owner,18484,20.89,1197.0,81.8,6.2
Tata,Safari DICOR,2011,Diesel,Manual,First Owner,70000,13.93,2179.0,138.03,3.0
Maruti,Alto LX,2010,Petrol,Manual,Second Owner,25000,19.7,796.0,46.3,1.8
Volkswagen,Polo Diesel,2013,Diesel,Manual,Third Owner,120000,22.07,1199.0,73.9,2.5
Maruti,Swift Dzire,2017,Petrol,Manual,First Owner,55000,20.85,1197.0,83.14,4.8
Ford,EcoSport 1.5,2019,Petrol,Manual,Second Owner,10000,17.0,1497.0,121.31,8.85
Mahindra,KUV 100,2020,Diesel,Manual,First Owner,60000,25.32,1198.0,77.0,5.5
Maruti,Swift Dzire,2018,Diesel,Manual,First Owner,30000,28.4,1248.0,74.02,8.0
Hyundai,Santro Xing,2013,Petrol,Manual,First Owner,65000,17.92,1086.0,62.1,1.8
Hyundai,i20 Sportz,2012,Diesel,Manual,Second Owner,50000,21.9,1396.0,88.76,3.8
Tata,Tiago NRG,2019,Petrol,Automatic,First Owner,2560,24.0,1199.0,83.81,5.2
Maruti,Alto LX,2004,Petrol,Manual,First Owner,60000,19.7,796.0,46.3,0.9
Maruti,Wagon R,2016,Petrol,Manual,Second Owner,80000,20.51,998.0,67.04,3.3
Maruti,800 DX,1999,Petrol,Manual,Second Owner,50000,16.1,796.0,37.0,0.4
Chevrolet,Enjoy TCDi,2015,Diesel,Manual,First Owner,120000,18.2,1248.0,73.8,3.7
Honda,City V,2009,Petrol,Manual,Second Owner,120000,16.8,1497.0,116.3,2.9
Hyundai,EON Magna,2013,Petrol,Manual,Second Owner,47000,21.1,814.0,55.2,2.15
Tata,Hexa XT,2017,Diesel,Manual,First Owner,45000,17.6,2179.0,153.86,12.82
Toyota,Innova 2.5,2012,Diesel,Manual,First Owner,90000,12.8,2494.0,102.0,6.1
Hyundai,i20 Asta,2013,Diesel,Manual,Second Owner,110000,21.27,1396.0,88.76,3.8
Mahindra,Scorpio 1.99,2017,Diesel,Manual,First Owner,95000,15.4,1997.0,120.0,12.5
Hyundai,Verna 1.6,2012,Diesel,Manual,Second Owner,103655,22.32,1582.0,126.3,4.0
Hyundai,i20 Petrol,2018,Petrol,Automatic,Second Owner,25000,17.4,1197.0,81.86,7.0
Renault,Duster 110PS,2014,Diesel,Manual,First Owner,80000,19.01,1461.0,108.45,6.5
Tata,Nano Twist,2014,Petrol,Manual,Second Owner,50000,25.4,624.0,37.5,0.95
Mahindra,XUV500 W10,2015,Diesel,Manual,First Owner,56975,16.0,2179.0,140.0,11.47
Hyundai,Santro Xing,2010,Petrol,Manual,First Owner,110000,0.0,1086.0,62.0,1.5
Maruti,Alto LX,2008,Petrol,Manual,Third Owner,80000,19.7,796.0,46.3,1.2
Ford,Fiesta EXi,2010,Diesel,Manual,Second Owner,187000,17.8,1399.0,68.0,1.8
Ford,Fiesta Classic,2013,Diesel,Manual,First Owner,69000,18.6,1388.0,67.0,3.25
Ford,EcoSport 1.5,2015,Diesel,Manual,First Owner,206000,22.77,1498.0,98.59,5.5
Ford,EcoSport 1.5,2018,Diesel,Manual,First Owner,27000,22.77,1498.0,98.59,9.5
Ford,Ecosport 1.5,2014,Diesel,Manual,Second Owner,132000,22.7,1498.0,89.84,5.0
Ford,Aspire Titanium,2017,Diesel,Manual,First Owner,75000,26.1,1498.0,99.23,7.25
Ford,Figo Aspire,2015,Petrol,Manual,Second Owner,18000,18.5,1194.0,94.93,5.0
Mahindra,Verito 1.5,2011,Diesel,Manual,First Owner,218000,21.0,1461.0,64.1,1.8
Hyundai,i20 2015-2017,2016,Diesel,Manual,First Owner,10000,22.54,1396.0,88.73,6.5
Maruti,Swift VDi,2010,Diesel,Manual,First Owner,80000,17.8,1248.0,75.0,2.85
Mahindra,Verito 1.5,2011,Diesel,Manual,First Owner,215000,21.0,1461.0,64.1,2.1
Ford,Fiesta Classic,2012,Diesel,Manual,First Owner,137000,17.8,1399.0,67.0,2.0
Volkswagen,Vento Diesel,2011,Diesel,Manual,Second Owner,65000,20.54,1598.0,103.6,2.95
Honda,City 2017-2020,2007,Petrol,Manual,Third Owner,120000,17.7,1497.0,78.0,1.6
Maruti,Celerio VXI,2017,Petrol,Automatic,First Owner,10000,23.1,998.0,67.04,4.5
Datsun,GO Plus,2016,Petrol,Manual,First Owner,20000,20.62,1198.0,67.0,3.85
Ford,Fiesta Classic,2011,Diesel,Manual,Second Owner,93500,18.6,1388.0,67.0,3.5
Jaguar,XE 2016-2019,2017,Diesel,Automatic,First Owner,9000,13.6,1999.0,177.0,27.11
Lexus,ES 300h,2019,Petrol,Automatic,First Owner,20000,22.37,2487.0,214.56,51.5
Jaguar,XF 2.0,2017,Diesel,Automatic,First Owner,45000,19.33,1999.0,177.0,32.0
Tata,Safari Storme,2015,Diesel,Manual,First Owner,110000,14.1,2179.0,147.94,5.03
Volvo,XC40 D4,2019,Diesel,Automatic,First Owner,20000,18.0,1969.0,190.0,38.0
Toyota,Camry 2.5,2016,Petrol,Automatic,First Owner,68089,19.16,2494.0,157.7,20.0
Maruti,Wagon R,2013,Petrol,Manual,First Owner,58343,21.79,998.0,67.05,2.25
Maruti,Baleno Alpha,2018,Diesel,Manual,First Owner,38817,27.39,1248.0,74.0,7.4
Honda,Jazz VX,2016,Petrol,Manual,First Owner,56494,18.2,1199.0,88.7,5.5
Toyota,Innova 2.5,2013,Diesel,Manual,Second Owner,79328,12.99,2494.0,100.6,7.5
Maruti,Swift AMT,2019,Petrol,Automatic,First Owner,5621,22.0,1197.0,81.8,6.5
Toyota,Etios VX,2017,Petrol,Manual,First Owner,25538,16.78,1496.0,88.73,6.25
Maruti,Swift AMT,2018,Petrol,Automatic,First Owner,69779,22.0,1197.0,81.8,6.0
Hyundai,Grand i10,2017,Diesel,Manual,First Owner,56290,24.0,1186.0,73.97,4.5
BMW,X4 M,2019,Diesel,Automatic,First Owner,7500,16.78,1995.0,190.0,54.0
BMW,X4 M,2019,Diesel,Automatic,First Owner,8500,16.78,1995.0,190.0,55.0
Honda,Amaze V,2019,Petrol,Automatic,First Owner,7032,19.0,1199.0,88.76,7.79
Skoda,Rapid 1.6,2016,Petrol,Automatic,First Owner,11000,14.3,1598.0,103.5,6.45
Volvo,V40 D3,2018,Diesel,Automatic,First Owner,2000,16.8,1984.0,150.0,24.75
Jaguar,XE 2016-2019,2017,Diesel,Automatic,First Owner,9000,13.6,1999.0,177.0,27.11
Lexus,ES 300h,2019,Petrol,Automatic,First Owner,20000,22.37,2487.0,214.56,51.5
Jaguar,XF 2.0,2017,Diesel,Automatic,First Owner,45000,19.33,1999.0,177.0,32.0
Tata,Safari Storme,2015,Diesel,Manual,First Owner,110000,14.1,2179.0,147.94,5.03
Volvo,XC40 D4,2019,Diesel,Automatic,First Owner,20000,18.0,1969.0,190.0,38.0
Toyota,Camry 2.5,2016,Petrol,Automatic,First Owner,68089,19.16,2494.0,157.7,20.0
Maruti,Wagon R,2013,Petrol,Manual,First Owner,58343,21.79,998.0,67.05,2.25
Maruti,Baleno Alpha,2018,Diesel,Manual,First Owner,38817,27.39,1248.0,74.0,7.4
Honda,Jazz VX,2016,Petrol,Manual,First Owner,56494,18.2,1199.0,88.7,5.5
Toyota,Innova 2.5,2013,Diesel,Manual,Second Owner,79328,12.99,2494.0,100.6,7.5
Maruti,Swift AMT,2019,Petrol,Automatic,First Owner,5621,22.0,1197.0,81.8,6.5
Toyota,Etios VX,2017,Petrol,Manual,First Owner,25538,16.78,1496.0,88.73,6.25
Maruti,Swift AMT,2018,Petrol,Automatic,First Owner,69779,22.0,1197.0,81.8,6.0
Hyundai,Grand i10,2017,Diesel,Manual,First Owner,56290,24.0,1186.0,73.97,4.5
BMW,X4 M,2019,Diesel,Automatic,First Owner,7500,16.78,1995.0,190.0,54.0
BMW,X4 M,2019,Diesel,Automatic,First Owner,8500,16.78,1995.0,190.0,55.0
Honda,Amaze V,2019,Petrol,Automatic,First Owner,7032,19.0,1199.0,88.76,7.79
Skoda,Rapid 1.6,2016,Petrol,Automatic,First Owner,11000,14.3,1598.0,103.5,6.45
Volvo,V40 D3,2018,Diesel,Automatic,First Owner,2000,16.8,1984.0,150.0,24.75
Maruti,Swift Dzire,2019,Diesel,Manual,First Owner,70000,28.4,1248.0,74.02,5.58
Hyundai,Santro Xing,2010,Petrol,Manual,Third Owner,56000,17.92,1086.0,62.1,1.65
Hyundai,i20 Sportz,2012,Diesel,Manual,Second Owner,80000,21.9,1396.0,88.76,3.0
Hyundai,Santro Magna,2019,Petrol,Manual,First Owner,5000,20.3,1086.0,68.0,5.0
Mahindra,XUV500 W8,2012,Diesel,Manual,First Owner,100000,15.1,2179.0,140.0,9.0
BMW,X5 3.0d,2008,Diesel,Automatic,Third Owner,60000,11.0,2993.0,235.0,8.3
Skoda,Rapid 1.5,2014,Diesel,Manual,Second Owner,65000,21.14,1498.0,103.52,6.4
Mahindra,Scorpio S10,2015,Diesel,Manual,Third Owner,70000,15.4,2179.0,120.0,9.0
Chevrolet,Enjoy TCDi,2013,Diesel,Manual,First Owner,60000,18.2,1248.0,73.8,4.5
Maruti,Ciaz 1.3,2018,Diesel,Manual,First Owner,82000,28.09,1248.0,88.5,8.25
Tata,Aria Pleasure,2013,Diesel,Manual,Second Owner,80000,13.7,2179.0,138.1,5.0
Mahindra,KUV 100,2017,Petrol,Manual,Second Owner,5000,18.15,1198.0,82.0,3.25
Renault,Duster 110PS,2014,Diesel,Manual,First Owner,133000,19.01,1461.0,108.45,4.5
Honda,WR-V i-VTEC,2017,Petrol,Manual,Second Owner,25000,17.5,1199.0,88.7,6.75
Tata,Zest Revotron,2017,Petrol,Manual,First Owner,15000,17.57,1193.0,88.7,4.15
Hyundai,Creta 1.4,2017,Diesel,Manual,First Owner,40000,21.38,1396.0,88.7,11.0
Volkswagen,Ameo 1.2,2016,Petrol,Manual,First Owner,35000,17.0,1198.0,73.75,5.0
Mahindra,Bolero 2011-2019,2014,Diesel,Manual,Second Owner,70000,15.96,2523.0,62.1,5.1
Mahindra,Scorpio 2006-2009,2007,Diesel,Manual,Fourth & Above Owner,152000,10.5,2609.0,120.0,2.0
Maruti,800 AC,2007,Petrol,Manual,Second Owner,100000,16.1,796.0,37.0,0.6
Hyundai,Verna 1.6,2013,Diesel,Manual,Second Owner,80000,22.32,1582.0,126.3,5.0
Tata,Indica V2,2009,Diesel,Manual,Second Owner,100000,17.2,1396.0,53.5,0.45
Renault,KWID RXT,2017,Petrol,Manual,First Owner,50000,25.17,799.0,53.3,2.7
Hyundai,i20 Active,2017,Petrol,Manual,First Owner,40000,17.19,1197.0,81.86,5.5
Renault,KWID 1.0,2016,Petrol,Manual,First Owner,60000,23.01,999.0,67.0,2.35
Hyundai,i20 1.2,2018,Petrol,Manual,First Owner,40000,18.6,1197.0,81.83,6.0
Honda,Jazz 1.5,2015,Diesel,Manual,First Owner,60000,27.3,1498.0,98.6,5.25
Maruti,Swift VDI,2012,Diesel,Manual,First Owner,90000,22.9,1248.0,74.0,3.25
Maruti,Swift Dzire,2014,Diesel,Manual,First Owner,90000,23.4,1248.0,74.0,4.2
Maruti,Alto K10,2014,Petrol,Manual,Second Owner,60000,20.92,998.0,67.1,2.3
Maruti,Swift Dzire,2013,Diesel,Manual,Fourth & Above Owner,80000,23.4,1248.0,74.0,3.75
Mahindra,Scorpio VLX,2012,Diesel,Manual,First Owner,120000,12.05,2179.0,120.0,7.5
Tata,Tiago 1.2,2018,Petrol,Manual,First Owner,40000,23.84,1199.0,84.0,4.0
Mahindra,XUV500 W6,2013,Diesel,Manual,First Owner,91000,15.1,2179.0,140.0,6.0
Hyundai,Santro Xing,2008,Petrol,Manual,Third Owner,80000,17.8,1086.0,63.0,1.1
Maruti,800 AC,2007,Petrol,Manual,First Owner,73257,16.1,796.0,37.0,0.45
Mahindra,Bolero Pik-Up,2019,Diesel,Manual,First Owner,80000,0.0,2523.0,70.0,7.22
Tata,Tiago 2019-2020,2020,Petrol,Manual,First Owner,15000,23.84,1199.0,83.83,5.0
Hyundai,Verna CRDi,2007,Diesel,Manual,Second Owner,110000,18.1,1493.0,110.0,2.5
Skoda,Rapid 1.5,2018,Diesel,Manual,First Owner,40000,21.13,1498.0,108.6,9.5
Nissan,Sunny Diesel,2013,Diesel,Manual,First Owner,212000,21.64,1461.0,84.8,3.75
Maruti,Swift Dzire,2018,Diesel,Manual,First Owner,30000,28.4,1248.0,74.02,7.8
Hyundai,Santro Asta,2018,Petrol,Manual,First Owner,30000,20.3,1086.0,68.0,5.75
Hyundai,i20 1.2,2017,Petrol,Manual,Second Owner,30000,18.6,1197.0,81.83,5.63
Tata,Tiago 1.2,2017,Petrol,Manual,First Owner,15000,23.84,1199.0,84.0,4.5
Toyota,Innova Crysta,2020,Diesel,Automatic,First Owner,1000,13.68,2393.0,147.51,23.0
Maruti,800 AC,1999,Petrol,Manual,First Owner,26320,16.1,796.0,37.0,0.8
Hyundai,i20 Asta,2010,Diesel,Manual,Second Owner,135000,23.0,1396.0,90.0,3.2
Honda,Civic 1.8,2008,Petrol,Manual,Third Owner,100000,13.5,1799.0,130.0,3.75
Maruti,Eeco 5,2017,Petrol,Manual,First Owner,120000,15.37,1196.0,73.0,4.0
Mahindra,Xylo E8,2011,Diesel,Manual,First Owner,230000,14.0,2498.0,112.0,6.0
Renault,KWID 1.0,2016,Petrol,Manual,Second Owner,60000,23.01,999.0,67.0,3.15
BMW,3 Series,2012,Diesel,Automatic,Second Owner,80000,16.07,1995.0,181.0,11.0
Maruti,Swift Dzire,2010,Diesel,Manual,Second Owner,190000,19.3,1248.0,73.9,3.5
Maruti,Eeco 5,2016,Petrol,Manual,First Owner,120000,15.37,1196.0,73.0,3.75
Toyota,Innova 2.5,2013,Diesel,Manual,Second Owner,217000,12.99,2494.0,100.6,10.5
Maruti,Celerio VXI,2015,Petrol,Manual,First Owner,29000,23.1,998.0,67.04,3.5
Maruti,Wagon R,2010,Petrol,Manual,Third Owner,120000,18.9,1061.0,67.0,1.2
Mahindra,XUV500 W6,2015,Diesel,Manual,First Owner,90000,16.0,2179.0,140.0,8.2
Hyundai,i20 1.2,2018,Petrol,Manual,First Owner,30000,18.6,1197.0,81.83,7.0
Maruti,Celerio ZXI,2018,Petrol,Automatic,Second Owner,30000,23.1,998.0,67.04,4.52
Hyundai,Grand i10,2016,Petrol,Manual,Third Owner,56000,18.9,1197.0,82.0,5.0
Toyota,Innova 2.5,2015,Diesel,Manual,First Owner,90000,12.99,2494.0,100.6,12.5
Mahindra,TUV 300,2015,Diesel,Manual,First Owner,120000,18.49,1493.0,100.0,5.0
Maruti,Swift VDI,2015,Diesel,Manual,First Owner,60000,25.2,1248.0,74.0,4.9
Maruti,Swift Dzire,2008,Diesel,Manual,Second Owner,147000,19.3,1248.0,73.9,2.0
Maruti,Wagon R,2012,Petrol,Manual,First Owner,35000,18.9,998.0,67.1,2.4
Hyundai,i20 1.2,2018,Petrol,Manual,First Owner,19500,18.6,1197.0,81.83,6.55
Hyundai,i20 Active,2018,Petrol,Manual,First Owner,38426,17.19,1197.0,81.86,6.2
Maruti,Swift VXI,2015,Petrol,Manual,Second Owner,35000,20.4,1197.0,83.11,4.5
Maruti,Wagon R,2014,Petrol,Manual,Second Owner,35000,20.51,998.0,67.04,3.1
Maruti,Alto LXi,2007,Petrol,Manual,Third Owner,50000,19.7,796.0,46.3,1.5
Chevrolet,Beat Diesel,2012,Diesel,Manual,First Owner,120000,25.44,936.0,57.6,1.8
Tata,Indica Vista,2011,Diesel,Manual,First Owner,120000,19.4,1405.0,70.0,1.5
Ford,Figo Diesel,2011,Diesel,Manual,Second Owner,112000,20.0,1399.0,68.0,1.6
Mahindra,Scorpio EX,2013,Diesel,Manual,Third Owner,70000,14.0,2523.0,75.0,6.0
Skoda,Rapid 1.6,2012,Diesel,Manual,First Owner,145000,20.5,1598.0,103.5,3.8
Tata,Indigo LX,2007,Diesel,Manual,First Owner,135000,17.0,1405.0,70.0,1.2
Tata,Indigo TDI,2012,Diesel,Manual,First Owner,146000,19.61,1405.0,70.0,1.35
Hyundai,Grand i10,2018,Petrol,Manual,First Owner,10000,18.9,1197.0,81.86,6.1
Volkswagen,Polo 1.5,2020,Diesel,Manual,First Owner,50000,20.14,1498.0,88.5,2.6
Hyundai,Xcent 1.2,2017,Petrol,Manual,First Owner,25000,20.14,1197.0,81.86,5.0
Renault,KWID 1.0,2016,Petrol,Manual,First Owner,20000,23.01,999.0,67.0,2.2
Honda,Civic 1.8,2006,Petrol,Manual,Second Owner,70000,13.5,1799.0,130.0,1.21
Tata,Indigo CS,2017,Diesel,Manual,First Owner,50000,25.0,1396.0,69.01,3.5
Audi,Q3 35,2018,Diesel,Automatic,Second Owner,25000,15.17,1968.0,181.0,22.0
Hyundai,i20 1.4,2011,Diesel,Manual,Second Owner,100000,23.0,1396.0,90.0,2.8
Tata,Nexon 1.2,2020,Petrol,Manual,First Owner,20000,17.0,1198.0,108.5,9.2
Hyundai,i20 1.4,2011,Diesel,Manual,First Owner,155000,23.0,1396.0,90.0,3.2
Ford,Figo Diesel,2012,Diesel,Manual,Fourth & Above Owner,70000,20.0,1399.0,68.0,1.4
Maruti,SX4 VDI,2012,Diesel,Manual,Second Owner,25000,21.5,1248.0,88.8,3.1
Maruti,800 EX,2006,Petrol,Manual,Second Owner,120000,16.1,796.0,37.0,0.65
Chevrolet,Enjoy TCDi,2013,Diesel,Manual,First Owner,90000,18.2,1248.0,73.8,3.0
Jaguar,XE 2016-2019,2017,Diesel,Automatic,First Owner,9000,13.6,1999.0,177.0,27.11
Lexus,ES 300h,2019,Petrol,Automatic,First Owner,20000,22.37,2487.0,214.56,51.5
Jaguar,XF 2.0,2017,Diesel,Automatic,First Owner,45000,19.33,1999.0,177.0,32.0
Tata,Safari Storme,2015,Diesel,Manual,First Owner,110000,14.1,2179.0,147.94,5.03
Volvo,XC40 D4,2019,Diesel,Automatic,First Owner,20000,18.0,1969.0,190.0,38.0
Toyota,Camry 2.5,2016,Petrol,Automatic,First Owner,68089,19.16,2494.0,157.7,20.0
Maruti,Wagon R,2013,Petrol,Manual,First Owner,58343,21.79,998.0,67.05,2.25
Maruti,Baleno Alpha,2018,Diesel,Manual,First Owner,38817,27.39,1248.0,74.0,7.4
Honda,Jazz VX,2016,Petrol,Manual,First Owner,56494,18.2,1199.0,88.7,5.5
Toyota,Innova 2.5,2013,Diesel,Manual,Second Owner,79328,12.99,2494.0,100.6,7.5
Maruti,Swift AMT,2019,Petrol,Automatic,First Owner,5621,22.0,1197.0,81.8,6.5
Toyota,Etios VX,2017,Petrol,Manual,First Owner,25538,16.78,1496.0,88.73,6.25
Maruti,Swift AMT,2018,Petrol,Automatic,First Owner,69779,22.0,1197.0,81.8,6.0
Hyundai,Grand i10,2017,Diesel,Manual,First Owner,56290,24.0,1186.0,73.97,4.5
BMW,X4 M,2019,Diesel,Automatic,First Owner,7500,16.78,1995.0,190.0,54.0
BMW,X4 M,2019,Diesel,Automatic,First Owner,8500,16.78,1995.0,190.0,55.0
Honda,Amaze V,2019,Petrol,Automatic,First Owner,7032,19.0,1199.0,88.76,7.79
Skoda,Rapid 1.6,2016,Petrol,Automatic,First Owner,11000,14.3,1598.0,103.5,6.45
Volvo,V40 D3,2018,Diesel,Automatic,First Owner,2000,16.8,1984.0,150.0,24.75
Mahindra,XUV500 W8,2011,Diesel,Manual,Second Owner,110000,15.1,2179.0,140.0,5.75
Tata,Xenon XT,2014,Diesel,Manual,Second Owner,110000,13.49,2179.0,138.03,4.4
Maruti,Swift VDI,2012,Diesel,Manual,Second Owner,100000,22.9,1248.0,74.0,3.8
Tata,Manza Aura,2010,Petrol,Manual,Fourth & Above Owner,116700,15.0,1368.0,90.0,1.4
Tata,Zest Quadrajet,2015,Diesel,Manual,First Owner,25000,22.95,1248.0,74.0,4.75
Mahindra,Xylo D2,2011,Diesel,Manual,Third Owner,200000,13.0,2489.0,95.0,2.0
Maruti,Swift Ldi,2010,Diesel,Manual,First Owner,176062,17.8,1248.0,75.0,4.0
Toyota,Innova 2.5,2008,Diesel,Manual,Third Owner,250000,12.8,2494.0,102.0,4.25
Honda,Amaze Anniversary,2015,Diesel,Manual,First Owner,82000,25.8,1498.0,98.6,5.1
Hyundai,i10 Era,2010,Petrol,Manual,First Owner,80000,19.81,1086.0,68.05,2.75
Chevrolet,Enjoy 1.3,2017,Diesel,Manual,Second Owner,40000,18.2,1248.0,73.74,6.5
Jeep,Compass 2.0,2019,Diesel,Manual,First Owner,14000,17.1,1956.0,170.0,18.5
Renault,Duster 4x4,2014,Diesel,Manual,First Owner,129000,19.72,1461.0,108.45,6.5
Fiat,Punto EVO,2016,Diesel,Manual,Second Owner,60000,20.5,1248.0,91.7,3.6
Volkswagen,Ameo 1.5,2018,Diesel,Automatic,First Owner,82000,21.73,1498.0,108.62,6.5
Land,Rover Range,2013,Diesel,Automatic,Third Owner,77500,12.7,2179.0,187.7,20.0
Chevrolet,Enjoy 1.3,2017,Diesel,Manual,Second Owner,50000,18.2,1248.0,73.74,6.75
Maruti,800 AC,2006,Petrol,Manual,Third Owner,40000,16.1,796.0,37.0,0.5
Maruti,Wagon R,2017,Petrol,Manual,First Owner,39500,20.52,1197.0,81.8,4.45
Hyundai,Elite i20,2018,Diesel,Manual,First Owner,40000,22.54,1396.0,88.76,7.5
Maruti,Swift VDI,2012,Diesel,Manual,Second Owner,56000,22.9,1248.0,74.0,4.25
Hyundai,i20 1.4,2017,Diesel,Manual,First Owner,54000,22.54,1396.0,88.73,8.5
Maruti,Wagon R,2016,Petrol,Manual,Second Owner,20000,20.51,998.0,67.04,4.0
Tata,Indica V2,2014,Diesel,Manual,Second Owner,55896,25.0,1396.0,69.0,2.0
Honda,Amaze SX,2016,Diesel,Manual,First Owner,35000,25.8,1498.0,98.6,5.5
Honda,Brio V,2012,Petrol,Manual,Second Owner,97000,19.4,1198.0,86.8,2.5
Maruti,Alto 800,2014,Petrol,Manual,Second Owner,120000,22.74,796.0,47.3,2.06
Hyundai,EON Magna,2014,Petrol,Manual,First Owner,50000,21.1,814.0,55.2,2.9
Tata,Nano Lx,2010,Petrol,Manual,Fourth & Above Owner,30400,26.0,624.0,35.0,0.45
Mahindra,XUV300 W8,2019,Diesel,Manual,First Owner,15000,20.0,1497.0,115.0,12.0
Nissan,Sunny Diesel,2012,Diesel,Manual,Third Owner,110000,21.64,1461.0,84.8,2.2
Mercedes-Benz,New C-Class,2008,Diesel,Automatic,Second Owner,120000,14.84,2143.0,170.0,5.15
Maruti,Alto LX,2010,Petrol,Manual,First Owner,100000,19.7,796.0,46.3,1.7
Maruti,Swift Vdi,2010,Diesel,Manual,Second Owner,120000,17.8,1248.0,75.0,2.6
Volkswagen,Vento Diesel,2012,Diesel,Manual,Second Owner,130000,20.54,1598.0,103.6,3.15
Maruti,Alto K10,2011,Petrol,Manual,Second Owner,76000,20.92,998.0,67.1,2.25
Volkswagen,Jetta 2.0L,2012,Diesel,Manual,Third Owner,110000,19.33,1968.0,138.1,4.2
Mahindra,Scorpio VLX,2011,Diesel,Manual,First Owner,96000,12.05,2179.0,120.0,5.25
Maruti,Swift AMT,2018,Diesel,Automatic,First Owner,90000,28.4,1248.0,74.0,6.7
Nissan,Sunny Diesel,2012,Diesel,Manual,Third Owner,110000,21.64,1461.0,84.8,2.2
Ford,Figo Diesel,2013,Diesel,Manual,First Owner,25000,20.0,1399.0,68.1,2.5
Maruti,Swift Dzire,2009,Diesel,Manual,Second Owner,90000,19.3,1248.0,73.9,2.3
Maruti,Swift Dzire,2009,Diesel,Manual,Second Owner,164000,19.3,1248.0,73.9,2.3
Honda,Amaze EX,2013,Petrol,Manual,Second Owner,120000,18.0,1198.0,86.7,3.0
Maruti,A-Star Vxi,2010,Petrol,Manual,Second Owner,66000,19.0,998.0,66.1,1.65
Tata,New Safari,2010,Diesel,Manual,First Owner,250000,13.93,2179.0,138.0,2.95
Hyundai,Verna 1.6,2011,Diesel,Manual,Second Owner,157000,22.32,1582.0,126.3,3.6
Hyundai,Verna 1.6,2011,Diesel,Manual,Second Owner,157000,22.32,1582.0,126.3,3.8
Renault,KWID 1.0,2017,Petrol,Manual,First Owner,35000,23.01,999.0,67.0,3.0
Mahindra,Scorpio 2.6,2008,Diesel,Manual,Second Owner,100000,12.7,2609.0,116.6,3.2
Datsun,GO Plus,2016,Petrol,Manual,Second Owner,70000,19.44,1198.0,67.0,3.25
Tata,Manza Aqua,2010,Diesel,Manual,Second Owner,30000,21.12,1248.0,88.8,1.6
Mahindra,Bolero Power,2018,Diesel,Manual,First Owner,40000,16.5,1493.0,70.0,6.3
Maruti,Swift VXI,2020,Petrol,Manual,First Owner,5000,21.21,1197.0,81.8,6.0
Maruti,Alto 800,2014,Petrol,Manual,Second Owner,30000,22.74,796.0,47.3,2.3
Maruti,Swift ZDi,2014,Diesel,Manual,Second Owner,70000,22.9,1248.0,74.0,4.4
Chevrolet,Spark 1.0,2007,Petrol,Manual,Second Owner,60000,18.0,995.0,62.0,0.9
Maruti,Ciaz VDI,2017,Diesel,Manual,First Owner,60000,28.09,1248.0,88.5,7.5
Honda,City V,2012,Petrol,Manual,Second Owner,80000,16.8,1497.0,116.3,3.3
Maruti,Ciaz ZDi,2016,Diesel,Manual,Second Owner,70000,28.09,1248.0,88.5,7.15
Skoda,Fabia 1.2,2013,Diesel,Manual,Second Owner,150000,20.86,1199.0,75.0,2.5
Maruti,Zen Estilo,2007,Petrol,Manual,Second Owner,150000,18.2,1061.0,64.0,1.2
Ford,Ikon 1.6,2004,Petrol,Manual,Third Owner,25000,14.2,1597.0,92.0,1.0
Skoda,Rapid 1.5,2017,Diesel,Automatic,Second Owner,35000,21.72,1498.0,108.6,8.5
Hyundai,Xcent 1.2,2018,Diesel,Manual,First Owner,48000,25.4,1186.0,73.97,4.5
Volkswagen,Polo Diesel,2012,Diesel,Manual,First Owner,200000,22.07,1199.0,73.9,2.4
Maruti,Swift Dzire,2015,Diesel,Manual,First Owner,135000,26.59,1248.0,74.0,6.0
Chevrolet,Enjoy 1.3,2016,Diesel,Manual,Second Owner,110000,18.2,1248.0,73.74,2.8
Hyundai,Verna 1.6,2012,Diesel,Manual,Second Owner,146000,22.32,1582.0,126.32,4.65
Maruti,Alto 800,2018,Petrol,Manual,First Owner,44000,24.7,796.0,47.3,3.5
Hyundai,i10 Magna,2013,Petrol,Manual,First Owner,70000,20.36,1197.0,78.9,3.25
Tata,Indica V2,2004,Diesel,Manual,First Owner,271000,16.8,1405.0,62.0,0.5
Maruti,Alto LXi,2006,Petrol,Manual,Third Owner,120000,19.7,796.0,46.3,1.1
Tata,Indigo eCS,2013,Diesel,Manual,First Owner,80000,23.03,1396.0,69.0,2.2
Mahindra,Bolero 2011-2019,2015,Diesel,Manual,First Owner,60000,15.96,2523.0,62.1,5.15
Maruti,Ciaz 1.4,2018,Petrol,Manual,First Owner,40000,20.73,1373.0,91.1,7.5
Hyundai,EON Sportz,2018,Petrol,Manual,First Owner,25000,21.1,814.0,55.2,3.5
Hyundai,Grand i10,2019,Petrol,Manual,First Owner,15000,18.9,1197.0,81.86,4.89
Maruti,Alto 800,2017,Petrol,Manual,First Owner,27000,24.7,796.0,47.3,3.0
Maruti,Baleno Alpha,2017,Diesel,Manual,Second Owner,35000,27.39,1248.0,74.0,6.5
